run_id,basket_uid,baseline_tag,close_reason,close_time,main_side,final_pl_anchor,move_fav_max_1h,move_adv_max_1h,coverage_1h,move_fav_max_4h,move_adv_max_4h,coverage_4h,move_fav_max_24h,move_adv_max_24h,coverage_24h
W3_ON_ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529,GOLD#2026.05.04T21:13:49#22#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.04 21:15:41,SELL,406.00,8.54,4.94,1.00,MISSING,MISSING,0.75,8.54,68.21,0.96
W3_ON_ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529,GOLD#2026.05.05T02:00:00#24#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.05 03:27:37,SELL,406.00,-1.54,25.57,1.00,-1.54,32.38,1.00,-1.54,89.76,0.96
W3_ON_ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529,GOLD#2026.05.05T20:35:26#26#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.05 20:54:40,SELL,401.00,0.69,7.49,1.00,MISSING,MISSING,0.77,12.10,164.67,0.96
W3_ON_ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529,GOLD#2026.05.05T21:35:00#28#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.05 22:16:27,SELL,401.00,4.33,2.91,1.00,MISSING,MISSING,0.75,9.67,167.10,0.96
W3_ON_ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529,GOLD#2026.05.06T01:53:19#30#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.05.21 01:05:00,MISSING,-8684.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.01T02:06:03#2#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.01 02:12:35,BUY,403.00,25.59,7.43,1.00,44.85,7.43,1.00,113.63,12.31,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.01T09:10:17#4#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.01 09:11:38,BUY,403.00,41.36,-0.95,1.00,56.00,-0.95,1.00,108.50,137.77,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.01T12:00:52#6#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.01 12:02:37,BUY,409.00,-1.30,15.86,1.00,33.99,15.86,1.00,71.29,174.98,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.01T12:06:00#8#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.01 13:23:39,BUY,408.00,15.54,6.74,1.00,34.05,12.82,1.00,71.35,174.92,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.01T15:08:04#10#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.04.09 01:05:00,MISSING,-4463.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.10T07:31:01#14#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.10 08:36:40,BUY,307.00,1.56,18.08,1.00,1.56,37.03,1.00,MISSING,MISSING,0.64
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.10T09:00:52#16#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.10 09:02:38,BUY,301.00,0.11,22.45,1.00,0.11,33.17,1.00,MISSING,MISSING,0.62
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.10T13:15:00#18#-1#1,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.04.10 15:18:41,SELL,-3825.00,11.10,11.40,1.00,23.22,24.28,1.00,MISSING,MISSING,0.36
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.13T02:53:29#20#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.13 02:54:30,SELL,302.00,2.07,24.50,1.00,2.07,61.37,1.00,2.07,99.28,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.13T02:57:30#22#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.13 03:00:41,SELL,302.00,-1.81,43.68,1.00,-1.81,62.60,1.00,-1.81,100.51,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.13T03:05:02#24#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.04.17 23:53:00,MISSING,-3564.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.20T07:48:00#28#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.20 07:51:27,SELL,304.00,9.99,6.37,1.00,9.99,16.03,1.00,9.99,43.59,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.20T08:01:23#30#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.20 08:01:39,SELL,300.00,9.86,6.50,1.00,9.86,16.16,1.00,9.86,43.72,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.20T08:17:57#32#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.20 08:21:40,SELL,302.00,6.65,9.71,1.00,6.65,19.37,1.00,6.65,46.93,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.20T08:29:21#34#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.20 08:42:31,SELL,312.00,5.21,8.02,1.00,5.21,19.73,1.00,5.21,47.29,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.20T09:05:04#36#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.20 09:20:26,SELL,302.00,2.86,18.83,1.00,3.45,18.83,1.00,11.36,46.39,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.20T09:31:38#38#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.20 09:35:03,SELL,302.00,1.31,18.99,1.00,3.29,18.99,1.00,11.20,46.55,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.20T09:56:04#40#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.04.24 01:05:00,MISSING,-3431.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T13:00:00#44#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 13:15:20,SELL,309.00,0.69,9.44,1.00,13.33,11.32,1.00,96.77,11.32,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T13:21:59#46#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 14:16:35,SELL,302.00,1.42,10.02,1.00,34.33,11.13,1.00,105.57,11.13,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T14:19:59#48#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 14:21:41,SELL,306.00,1.59,10.96,1.00,34.50,10.96,1.00,107.49,10.96,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T14:25:03#50#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 14:37:39,SELL,302.00,1.26,11.29,1.00,34.17,11.29,1.00,132.54,11.29,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T14:46:19#52#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 14:50:37,SELL,301.00,5.39,10.10,1.00,35.36,10.10,1.00,147.03,10.10,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T16:30:22#54#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 16:30:41,SELL,301.00,13.22,0.54,1.00,29.64,0.54,1.00,141.89,4.44,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T17:00:02#56#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 17:00:28,SELL,303.00,25.63,3.17,1.00,26.41,3.17,1.00,138.66,7.67,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T17:44:51#58#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 17:45:40,SELL,304.00,24.37,0.39,1.00,24.37,0.39,1.00,136.62,9.71,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T19:47:04#60#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 20:04:30,SELL,300.00,6.55,11.33,1.00,6.55,11.33,0.98,119.90,26.43,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T20:13:20#62#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.27 20:16:39,SELL,301.00,1.78,14.31,1.00,1.78,14.31,0.92,116.92,29.41,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.27T20:23:53#64#-1#1,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.04.28 03:04:42,SELL,-3400.00,13.00,3.81,1.00,31.04,3.81,1.00,142.52,3.81,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.29T04:45:31#66#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.29 04:46:27,SELL,300.00,6.31,17.42,1.00,6.31,20.94,1.00,76.61,20.94,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.29T05:02:03#68#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.29 08:59:32,SELL,302.00,10.52,7.34,1.00,39.68,7.34,1.00,81.22,7.34,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.29T11:46:50#70#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.29 12:25:36,SELL,305.00,17.50,3.99,1.00,34.66,7.34,1.00,59.04,60.41,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.04.29T13:10:05#72#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.04.29 14:47:41,SELL,300.00,11.48,6.32,1.00,52.54,6.32,1.00,52.54,84.37,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.01T02:46:04#74#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.05.07 01:05:00,MISSING,-3264.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T04:38:24#78#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 04:39:39,BUY,300.00,23.90,1.90,1.00,23.90,1.90,1.00,40.56,11.75,0.81
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T04:43:00#80#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 04:44:28,BUY,304.00,22.18,3.41,1.00,22.18,3.41,1.00,38.84,13.47,0.80
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T05:34:05#82#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 05:35:03,BUY,301.00,10.60,11.94,1.00,14.20,11.94,1.00,MISSING,MISSING,0.76
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T06:08:24#84#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 06:08:41,BUY,303.00,11.65,3.37,1.00,15.25,10.47,1.00,MISSING,MISSING,0.74
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T06:20:58#86#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 06:30:26,BUY,304.00,9.57,8.07,1.00,13.17,24.41,1.00,MISSING,MISSING,0.73
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T06:51:38#88#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 07:03:39,BUY,303.00,-3.47,14.58,1.00,11.14,26.44,1.00,MISSING,MISSING,0.70
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T07:07:04#90#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 08:29:36,BUY,303.00,14.36,7.73,1.00,14.36,23.22,1.00,MISSING,MISSING,0.65
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T09:00:52#92#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 09:01:20,BUY,306.00,16.55,-3.02,1.00,16.55,21.03,1.00,MISSING,MISSING,0.62
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T09:46:20#94#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 09:54:38,BUY,303.00,-0.31,30.24,1.00,0.46,30.24,1.00,MISSING,MISSING,0.59
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.08T13:56:31#96#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.08 13:59:41,BUY,304.00,6.65,7.06,1.00,28.74,17.78,1.00,MISSING,MISSING,0.42
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T02:28:02#98#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 02:56:31,SELL,301.00,23.51,-0.44,1.00,23.51,11.75,1.00,45.67,75.68,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T03:31:50#100#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 03:38:32,SELL,300.00,18.47,16.79,1.00,20.27,16.79,1.00,40.63,84.70,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T03:43:41#102#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 03:52:18,SELL,306.00,13.04,18.93,1.00,18.13,18.93,1.00,38.49,86.84,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T05:01:52#104#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 05:04:39,SELL,303.00,13.96,11.21,1.00,40.85,11.21,1.00,40.85,84.48,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T05:13:25#106#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 05:14:39,SELL,300.00,11.21,13.96,1.00,38.10,13.96,1.00,38.10,87.23,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T05:26:50#108#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 05:28:40,SELL,300.00,10.49,14.68,1.00,37.38,14.68,1.00,37.38,87.95,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T06:10:03#110#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 06:38:31,SELL,300.00,14.78,4.79,1.00,35.14,4.79,1.00,35.14,90.19,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T08:02:50#112#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 08:07:31,SELL,305.00,24.78,7.85,1.00,24.78,7.85,1.00,24.78,100.55,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T08:20:51#114#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 08:29:34,SELL,300.00,23.53,9.10,1.00,23.53,9.10,1.00,23.53,101.80,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T08:32:34#116#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 08:42:29,SELL,305.00,23.08,4.51,1.00,23.08,9.24,1.00,23.08,102.25,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T09:12:52#118#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 11:10:15,SELL,300.00,-1.05,14.61,1.00,13.68,14.61,1.00,13.68,109.25,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T11:13:59#120#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 11:50:40,SELL,300.00,18.38,1.06,1.00,18.38,29.47,1.00,18.38,104.55,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T12:04:01#122#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 12:13:14,SELL,300.00,15.60,1.51,1.00,15.60,55.69,1.00,15.60,107.33,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T12:46:59#124#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.11 12:49:14,SELL,300.00,4.92,5.60,1.00,4.92,87.48,1.00,4.92,112.38,0.96
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.11T13:12:28#126#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.05.14 01:05:00,MISSING,-3727.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T01:05:00#130#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 02:34:40,SELL,310.00,27.95,7.76,1.00,43.35,7.76,1.00,138.63,7.76,0.89
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T03:20:22#132#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 03:20:53,SELL,304.00,43.78,-6.48,1.00,44.24,-6.48,1.00,139.52,-6.48,0.86
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T06:16:20#134#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 06:18:01,SELL,301.00,7.61,6.56,1.00,58.62,6.56,1.00,MISSING,MISSING,0.74
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T06:39:00#136#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 06:55:45,SELL,303.00,8.17,9.06,1.00,56.12,9.06,1.00,MISSING,MISSING,0.71
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T07:01:01#138#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 07:03:41,SELL,300.00,13.93,8.54,1.00,56.64,8.54,1.00,MISSING,MISSING,0.70
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T07:33:21#140#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 07:38:31,SELL,303.00,48.31,1.36,1.00,61.89,1.36,1.00,MISSING,MISSING,0.68
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T07:41:33#142#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 07:43:03,SELL,300.00,46.59,2.15,1.00,60.17,2.15,1.00,MISSING,MISSING,0.68
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T07:51:03#144#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 07:51:36,SELL,304.00,46.51,-0.72,1.00,58.92,-0.72,1.00,MISSING,MISSING,0.67
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T09:34:25#146#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 09:34:38,SELL,300.00,11.31,12.96,1.00,43.68,12.96,1.00,MISSING,MISSING,0.60
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T10:09:05#148#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 10:53:20,SELL,304.00,20.53,2.26,1.00,38.70,2.26,1.00,MISSING,MISSING,0.55
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T12:06:02#150#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.15 12:06:14,SELL,300.00,27.58,0.22,1.00,27.58,12.95,1.00,MISSING,MISSING,0.49
W3_ON_ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T19:31:03#152#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.05.22 01:05:00,MISSING,-3603.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.02T02:52:01#2#1#1,NEW_BASELINE,HARDSTOP,2026.03.02 03:00:28,BUY,-4005.00,12.30,30.20,1.00,33.70,30.20,1.00,85.74,72.93,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T01:20:55#4#1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.03 01:50:21,BUY,310.00,23.80,1.27,1.00,41.57,5.48,1.00,41.57,342.19,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T02:53:59#6#1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.03 02:55:32,BUY,307.00,28.57,13.14,1.00,28.57,18.48,1.00,28.57,355.19,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T03:45:23#8#0#2,NEW_BASELINE,HARDSTOP,2026.03.10 01:05:00,MISSING,-3782.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.11T03:51:04#12#0#2,NEW_BASELINE,HARDSTOP,2026.03.17 01:06:00,MISSING,-3444.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T01:34:00#16#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.18 03:00:41,SELL,301.00,8.69,15.88,1.00,18.30,15.88,1.00,195.95,16.21,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T05:24:52#18#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.18 05:43:39,SELL,300.00,12.33,1.35,1.00,12.33,22.18,1.00,189.98,22.18,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T06:24:24#20#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.18 06:27:39,SELL,307.00,8.86,2.14,1.00,8.86,25.65,1.00,186.51,25.65,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T07:07:01#22#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.18 07:18:37,SELL,309.00,0.17,24.48,1.00,9.00,29.92,1.00,182.24,29.92,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T07:31:25#24#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.18 07:32:30,SELL,302.00,-3.74,24.23,1.00,11.74,27.18,1.00,184.98,27.18,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T12:21:05#26#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.18 12:26:03,SELL,302.00,40.34,0.56,1.00,152.54,0.56,1.00,315.88,0.56,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T18:04:21#28#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.18 18:04:39,SELL,300.00,0.28,24.46,1.00,27.53,33.51,1.00,363.17,33.51,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.18T18:08:01#30#0#2,NEW_BASELINE,HARDSTOP,2026.03.24 01:06:00,MISSING,-3327.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.25T14:16:03#34#1#1,NEW_BASELINE,HARDSTOP,2026.03.25 14:23:40,BUY,-3066.00,15.08,34.32,1.00,23.12,34.32,1.00,23.12,143.61,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T03:48:25#36#1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 03:51:28,BUY,303.00,6.21,17.86,1.00,6.21,69.49,1.00,6.21,178.78,0.96
