run_id,basket_uid,baseline_tag,close_reason,close_time,main_side,final_pl_anchor,move_fav_max_1h,move_adv_max_1h,coverage_1h,move_fav_max_4h,move_adv_max_4h,coverage_4h,move_fav_max_24h,move_adv_max_24h,coverage_24h
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T04:11:27#38#1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 04:14:03,BUY,309.00,-0.69,31.77,1.00,-0.69,115.03,1.00,-0.69,182.58,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T04:17:24#40#1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 04:17:41,BUY,308.00,1.44,28.00,1.00,1.44,114.03,1.00,1.44,178.81,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T09:31:37#42#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 09:32:27,SELL,309.00,26.97,11.84,1.00,39.44,11.84,1.00,100.85,27.40,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T10:01:01#44#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 10:02:38,SELL,305.00,39.44,5.37,1.00,39.44,5.37,1.00,100.85,27.40,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T10:07:09#46#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 10:10:05,SELL,305.00,39.44,-4.51,1.00,39.44,4.66,1.00,100.85,27.40,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T14:20:00#48#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 14:30:39,SELL,310.00,13.29,20.25,1.00,57.28,45.82,1.00,82.43,45.82,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T14:35:24#50#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 14:35:40,SELL,307.00,13.41,20.13,1.00,66.79,45.70,1.00,82.55,45.70,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T14:51:25#52#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 14:51:39,SELL,307.00,14.03,26.35,1.00,67.41,45.08,1.00,83.17,45.08,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T20:37:05#54#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 21:08:40,SELL,307.00,33.85,7.41,1.00,MISSING,MISSING,0.75,33.85,170.46,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T21:15:01#56#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 21:25:29,SELL,310.00,34.55,30.55,1.00,MISSING,MISSING,0.75,34.55,169.76,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.26T21:37:00#58#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.26 21:39:30,SELL,308.00,33.17,36.47,1.00,MISSING,MISSING,0.75,33.17,171.14,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T03:06:25#60#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.03.27 03:06:41,SELL,305.00,-1.81,48.21,1.00,-1.81,60.02,1.00,-1.81,165.83,0.83
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T03:10:01#62#0#2,NEW_BASELINE,HARDSTOP,2026.04.02 01:03:00,MISSING,-3205.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.06T03:07:53#66#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.06 03:09:38,SELL,304.00,21.04,18.84,1.00,21.04,50.06,1.00,21.04,84.72,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.06T03:14:02#68#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.06 03:16:39,SELL,305.00,22.48,19.92,1.00,22.48,48.62,1.00,22.48,83.28,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.06T03:45:09#70#0#2,NEW_BASELINE,HARDSTOP,2026.04.09 01:05:00,MISSING,-3042.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.10T07:31:01#74#1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.10 08:36:40,BUY,307.00,1.56,18.08,1.00,1.56,37.03,1.00,MISSING,MISSING,0.64
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.10T09:00:52#76#1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.10 09:02:38,BUY,301.00,0.11,22.45,1.00,0.11,33.17,1.00,MISSING,MISSING,0.62
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.10T13:15:00#78#-1#1,NEW_BASELINE,HARDSTOP,2026.04.10 14:44:17,SELL,-2727.00,4.13,18.37,1.00,8.56,31.25,1.00,MISSING,MISSING,0.39
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.13T02:53:29#80#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.13 02:54:30,SELL,302.00,2.07,24.50,1.00,2.07,61.37,1.00,2.07,99.28,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.13T02:57:30#82#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.13 03:00:41,SELL,302.00,-1.81,43.68,1.00,-1.81,62.60,1.00,-1.81,100.51,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.13T03:05:02#84#0#2,NEW_BASELINE,HARDSTOP,2026.04.16 01:05:00,MISSING,-2760.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.16T20:11:19#88#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.16 20:11:41,SELL,253.00,11.36,1.61,1.00,11.36,5.94,0.94,24.94,96.67,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.16T20:26:24#90#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.16 20:28:27,SELL,253.00,10.08,2.89,1.00,10.08,7.22,0.88,23.66,97.95,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.16T21:00:00#92#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.16 21:00:04,SELL,258.00,0.38,8.00,1.00,MISSING,MISSING,0.75,19.39,102.22,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.16T21:07:26#94#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.16 21:08:03,SELL,250.00,3.41,4.97,1.00,MISSING,MISSING,0.75,22.42,99.19,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.17T04:53:53#96#0#2,NEW_BASELINE,HARDSTOP,2026.04.23 01:05:00,MISSING,-2654.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.23T13:40:48#100#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.23 13:41:30,SELL,257.00,4.09,12.48,1.00,4.09,49.62,1.00,35.74,49.62,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.23T13:46:27#102#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.23 13:47:28,SELL,260.00,1.36,19.61,1.00,1.36,51.88,1.00,33.48,51.88,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.23T13:57:09#104#-1#1,NEW_BASELINE,HARDSTOP,2026.04.23 14:46:28,SELL,-2250.00,1.55,35.59,1.00,1.55,36.25,1.00,49.11,36.25,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.24T07:46:04#106#0#2,NEW_BASELINE,HTE,2026.04.24 11:27:22,MISSING,-1624.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.24T20:21:05#110#0#2,NEW_BASELINE,HTE_DANGER,2026.04.27 01:06:00,MISSING,-1756.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T13:00:00#114#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 13:14:36,SELL,231.00,2.22,8.95,1.00,13.82,10.83,1.00,97.26,10.83,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T13:21:59#116#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 14:16:24,SELL,229.00,1.88,9.56,1.00,34.79,10.67,1.00,106.03,10.67,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T14:19:59#118#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 14:21:31,SELL,232.00,2.05,10.50,1.00,34.96,10.50,1.00,107.95,10.50,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T14:25:03#120#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 14:37:37,SELL,239.00,1.66,10.89,1.00,34.57,10.89,1.00,132.94,10.89,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T14:46:19#122#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 14:48:15,SELL,240.00,5.76,9.73,1.00,35.73,9.73,1.00,144.42,9.73,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T16:30:22#124#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 16:30:40,SELL,239.00,13.61,0.15,1.00,30.03,0.15,1.00,142.28,4.05,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T17:00:02#126#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 17:00:25,SELL,239.00,26.03,2.77,1.00,26.81,2.77,1.00,139.06,7.27,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T17:44:51#128#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 17:45:38,SELL,242.00,24.76,0.00,1.00,24.76,0.00,1.00,137.01,9.32,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T19:47:04#130#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 19:48:41,SELL,244.00,6.90,10.98,1.00,6.90,10.98,1.00,120.25,26.08,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T20:13:20#132#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 20:16:31,SELL,247.00,2.12,13.97,1.00,2.12,13.97,0.92,117.26,29.07,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.27T20:23:53#134#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.27 20:24:41,SELL,250.00,-0.04,11.71,1.00,-0.04,11.71,0.90,119.52,26.81,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T06:12:25#136#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 06:17:52,SELL,250.00,4.76,4.31,1.00,48.25,4.31,1.00,116.67,4.31,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T06:21:00#138#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 06:23:17,SELL,253.00,5.75,3.59,1.00,48.97,3.59,1.00,117.39,3.59,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T10:04:03#140#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 10:09:27,SELL,250.00,17.44,2.86,1.00,32.54,2.86,1.00,78.57,2.86,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T10:12:27#142#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 10:12:41,SELL,257.00,17.51,3.11,1.00,34.51,3.11,1.00,77.48,3.11,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T10:43:27#144#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 10:43:44,SELL,253.00,15.45,5.05,1.00,62.30,5.05,1.00,75.42,5.05,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T11:44:30#146#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 11:48:28,SELL,252.00,18.46,3.98,1.00,71.70,3.98,1.00,71.70,3.98,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T11:57:01#148#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 12:01:30,SELL,250.00,21.95,1.50,1.00,71.57,1.50,1.00,71.57,1.50,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T12:11:00#150#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 12:15:15,SELL,255.00,19.41,-1.62,1.00,69.03,-1.62,1.00,69.03,-1.62,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T12:18:24#152#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 12:19:24,SELL,250.00,18.60,-0.81,1.00,68.22,-0.81,1.00,68.22,-0.81,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T13:20:00#154#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 13:22:41,SELL,254.00,18.36,3.32,1.00,57.62,3.32,1.00,60.83,3.32,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T13:33:00#156#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 13:48:39,SELL,251.00,53.03,2.64,1.00,56.59,2.64,1.00,59.80,2.64,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.28T17:32:02#158#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.28 17:34:04,SELL,252.00,14.64,9.87,1.00,14.64,29.48,1.00,61.82,38.33,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.29T04:45:31#160#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.29 04:46:20,SELL,251.00,6.62,17.11,1.00,6.62,20.63,1.00,76.92,20.63,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.29T05:02:03#162#0#2,NEW_BASELINE,HTE,2026.04.29 08:18:42,MISSING,-1785.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.29T11:46:50#166#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.04.29 12:25:34,SELL,252.00,17.83,3.66,1.00,34.99,7.01,1.00,59.37,60.08,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.29T13:10:05#168#0#2,NEW_BASELINE,HTE,2026.04.29 17:25:04,MISSING,-1675.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.01T02:46:04#172#0#2,NEW_BASELINE,HTE,2026.05.01 06:31:01,MISSING,-1583.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.01T12:35:01#176#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.05.01 12:46:03,SELL,238.00,9.29,6.55,1.00,9.29,39.91,1.00,MISSING,MISSING,0.47
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.01T13:08:59#178#-1#1,NEW_BASELINE,BASKET_CLOSE,2026.05.01 13:11:42,SELL,241.00,3.04,10.42,1.00,3.04,94.46,1.00,MISSING,MISSING,0.45
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.01T13:16:05#180#0#2,NEW_BASELINE,HTE_DANGER,2026.05.01 17:31:42,MISSING,-1512.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.04T04:47:25#184#0#2,NEW_BASELINE,HTE,2026.05.04 07:59:15,MISSING,-1623.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.01T02:46:04#2#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.01 05:12:16,BUY,416.00,1.11,18.21,1.00,1.11,33.79,1.00,MISSING,MISSING,0.78
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.01T05:43:39#4#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.01 06:31:40,BUY,401.00,2.48,17.22,1.00,2.48,45.84,1.00,MISSING,MISSING,0.73
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.01T12:35:01#6#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.01 12:46:27,SELL,401.00,8.25,7.59,1.00,8.25,40.95,1.00,MISSING,MISSING,0.47
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.01T13:08:59#8#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.01 14:02:01,SELL,402.00,2.00,15.12,1.00,2.00,95.73,1.00,MISSING,MISSING,0.41
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.04T04:47:25#10#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.04 05:23:27,SELL,409.00,8.73,11.93,1.00,12.14,17.21,1.00,99.16,17.21,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.04T05:43:25#12#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.04 08:27:31,SELL,408.00,10.66,3.50,1.00,24.61,3.50,1.00,97.68,3.50,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.04T10:49:20#14#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.04 10:50:31,SELL,405.00,12.08,-2.66,1.00,59.81,-1.40,1.00,85.15,-1.40,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.04T14:03:40#16#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.04 14:05:31,SELL,404.00,10.67,7.84,1.00,10.67,21.10,1.00,61.45,21.10,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.04T14:51:29#18#0#2,V1_MOSTLY_IDENTICAL,HARDSTOP,2026.05.11 01:03:00,MISSING,-4389.00,MISSING,MISSING,NA,MISSING,MISSING,NA,MISSING,MISSING,NA
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.12T11:36:30#22#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.12 12:44:28,SELL,306.00,11.51,11.71,1.00,17.31,14.95,1.00,58.44,30.28,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.12T12:56:58#24#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.12 13:30:40,SELL,312.00,10.87,6.12,1.00,24.42,15.59,1.00,57.80,30.92,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T01:09:49#26#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 01:15:25,BUY,301.00,7.18,1.12,1.00,10.98,17.03,1.00,10.98,46.59,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T01:42:55#28#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 01:51:35,BUY,310.00,5.00,3.56,1.00,8.05,29.99,1.00,8.05,49.52,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T02:00:01#30#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 02:04:37,BUY,405.00,4.59,5.70,1.00,6.24,33.15,1.00,6.24,51.33,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T02:15:20#32#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 02:24:28,BUY,405.00,5.20,6.74,1.00,5.20,34.19,1.00,5.20,52.37,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T02:36:25#34#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 02:38:23,BUY,400.00,6.20,5.74,1.00,6.20,33.19,1.00,6.20,51.37,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T02:49:26#36#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 02:53:41,BUY,405.00,7.11,4.83,1.00,7.11,32.28,1.00,7.11,50.46,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T02:57:58#38#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 03:00:40,BUY,404.00,5.76,13.51,1.00,5.76,33.63,1.00,5.76,51.81,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T03:15:20#40#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 03:16:39,BUY,405.00,2.08,19.52,1.00,2.08,36.74,1.00,2.08,54.92,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T03:28:53#42#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 03:40:39,BUY,407.00,-4.46,23.19,1.00,-4.46,37.28,1.00,-4.46,55.46,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T07:05:00#44#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 08:30:40,SELL,404.00,-1.88,20.97,1.00,8.40,20.97,1.00,25.84,20.97,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T08:33:50#46#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 08:43:37,SELL,402.00,2.35,16.74,1.00,12.63,16.74,1.00,30.07,16.74,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T08:46:37#48#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 11:26:40,SELL,401.00,9.78,7.01,1.00,12.69,14.56,1.00,27.22,23.05,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T11:50:25#50#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 12:14:27,SELL,407.00,9.39,14.95,1.00,19.31,14.95,1.00,26.83,23.44,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T12:46:24#52#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 15:16:26,SELL,405.00,15.41,1.75,1.00,22.11,12.20,1.00,22.93,27.34,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.13T16:07:03#54#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.13 16:31:42,SELL,404.00,15.41,5.63,1.00,15.41,25.07,1.00,16.23,34.04,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.14T03:33:09#56#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.14 03:45:41,BUY,401.00,4.82,18.54,1.00,10.57,33.54,1.00,16.73,88.58,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.14T04:04:27#58#1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.14 05:35:39,BUY,403.00,-3.42,20.39,1.00,13.02,31.09,1.00,19.18,92.60,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.14T06:03:29#60#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.14 06:04:39,SELL,401.00,17.48,7.29,1.00,17.48,26.63,1.00,78.99,32.79,0.96
W3_ON_ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529,GOLD#2026.05.14T06:24:09#62#-1#1,V1_MOSTLY_IDENTICAL,BASKET_CLOSE,2026.05.14 06:34:38,SELL,401.00,15.22,26.80,1.00,15.22,28.89,1.00,76.73,35.05,0.96
