run_id,basket_uid,baseline_tag,close_reason,final_pl_anchor,worst_prehedge,worst_posthedge,worst_lifecycle,recovery_from_worst
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T07:51:03#108#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-73.00,-73.00,-73.00,474
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T09:34:25#110#-1#1,V1_MOSTLY_IDENTICAL,basket close,409.00,-79.00,-79.00,-79.00,488
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T10:09:05#112#-1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-2537.00,-76.00,-2537.00,2939
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T12:06:02#114#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-70.00,-70.00,-70.00,471
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.15T19:31:03#116#-1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-3648.00,-81.00,-3648.00,4051
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.18T01:31:40#118#-1#1,V1_MOSTLY_IDENTICAL,basket close,408.00,-1263.00,-75.00,-1263.00,1671
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.18T02:10:52#120#-1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-94.00,-94.00,-94.00,501
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.18T02:21:04#122#-1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-337.00,-78.00,-337.00,739
W3_ON_ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529,GOLD#2026.05.18T02:54:23#124#-1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-83.00,-81.00,-83.00,490
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.02T02:52:01#2#1#1,V1_MOSTLY_IDENTICAL,hard stop emergency close,-8018.00,-8018.00,-64.00,-8018.00,0
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T01:20:55#4#1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-1001.00,-68.00,-1001.00,1405
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T02:53:59#6#1#1,V1_MOSTLY_IDENTICAL,basket close,408.00,-362.00,-54.00,-362.00,770
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T03:45:23#8#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-4889.00,-83.00,-4889.00,5290
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T05:46:00#10#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-1206.00,-85.00,-1206.00,1607
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T06:38:24#12#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-211.00,-76.00,-211.00,612
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.03T12:05:22#14#-1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-80.00,-79.00,-80.00,485
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T05:47:21#16#1#1,V1_MOSTLY_IDENTICAL,basket close,408.00,-65.00,-63.00,-65.00,473
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T06:19:24#18#1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-778.00,-83.00,-778.00,1182
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T06:31:52#20#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-101.00,-85.00,-101.00,502
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T07:52:52#22#1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-117.00,-87.00,-117.00,523
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T11:12:26#24#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-80.00,-77.00,-80.00,483
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T12:35:59#26#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-710.00,-68.00,-710.00,1115
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T12:46:25#28#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-530.00,-80.00,-530.00,931
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T13:46:03#30#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-72.00,-72.00,-72.00,474
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T13:52:00#32#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-289.00,-68.00,-289.00,690
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T14:16:50#34#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-4703.00,-75.00,-4703.00,5105
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T16:34:28#36#-1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-68.00,-68.00,-68.00,472
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T16:47:03#38#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-112.00,-77.00,-112.00,513
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T19:00:08#40#-1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-78.00,-77.00,-78.00,478
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T19:04:30#42#-1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-678.00,-64.00,-678.00,1080
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T19:56:27#44#-1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-63.00,-63.00,-63.00,468
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T20:01:02#46#-1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-127.00,-80.00,-127.00,531
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T20:56:26#48#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-910.00,-72.00,-910.00,1311
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.04T21:15:25#50#-1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-99.00,-75.00,-99.00,503
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.05T03:35:47#52#1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-248.00,-66.00,-248.00,654
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.05T04:44:01#54#1#1,V1_MOSTLY_IDENTICAL,basket close,409.00,-723.00,-78.00,-723.00,1132
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.05T06:25:00#56#1#1,V1_MOSTLY_IDENTICAL,hard stop emergency close,-8201.00,-8201.00,-75.00,-8201.00,0
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T09:47:51#58#-1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-1497.00,-93.00,-1497.00,1897
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T12:48:52#60#-1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-762.00,-81.00,-762.00,1169
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T13:16:20#62#-1#1,V1_MOSTLY_IDENTICAL,basket close,408.00,-2013.00,-73.00,-2013.00,2421
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T14:08:53#64#-1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-1959.00,-79.00,-1959.00,2365
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T18:34:01#66#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-473.00,-73.00,-473.00,878
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T19:28:30#68#1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-65.00,-65.00,-65.00,469
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T19:50:04#70#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-980.00,-74.00,-980.00,1382
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.06T21:38:59#72#1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-1829.00,-68.00,-1829.00,2236
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.09T10:59:32#74#-1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-5670.00,-79.00,-5670.00,6072
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.09T13:37:24#76#-1#1,V1_MOSTLY_IDENTICAL,basket close,412.00,-76.00,-74.00,-76.00,488
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.09T13:55:04#78#-1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-510.00,-73.00,-510.00,916
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.09T14:03:21#80#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-2457.00,-70.00,-2457.00,2858
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T01:32:59#82#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-189.00,-80.00,-189.00,590
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T01:44:00#84#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-3079.00,-92.00,-3079.00,3479
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T06:30:02#86#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-245.00,-71.00,-245.00,650
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T07:33:02#88#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-241.00,-74.00,-241.00,641
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T07:46:22#90#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-77.00,-77.00,-77.00,477
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T08:28:59#92#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-61.00,-61.00,-61.00,464
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T08:32:28#94#1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-284.00,-72.00,-284.00,690
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T08:47:25#96#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-763.00,-77.00,-763.00,1166
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T09:15:25#98#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-79.00,-77.00,-79.00,484
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T10:23:19#100#1#1,V1_MOSTLY_IDENTICAL,basket close,412.00,-61.00,-61.00,-61.00,473
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T11:17:25#102#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-601.00,-77.00,-601.00,1003
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T11:37:01#104#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-285.00,-80.00,-285.00,685
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T13:41:32#106#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-2358.00,-73.00,-2358.00,2758
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T16:37:05#108#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-71.00,-71.00,-71.00,476
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T16:43:27#110#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-77.00,-76.00,-77.00,479
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T17:00:24#112#1#1,V1_MOSTLY_IDENTICAL,basket close,408.00,-66.00,-65.00,-66.00,474
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.10T19:18:02#114#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-740.00,-71.00,-740.00,1140
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.11T03:51:04#116#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-2986.00,-71.00,-2986.00,3388
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.11T05:11:25#118#0#2,V1_MOSTLY_IDENTICAL,hard stop emergency close,-8662.00,-7041.00,-8694.00,-8694.00,32
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T03:06:25#122#-1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-89.00,-86.00,-89.00,491
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T03:11:04#124#-1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-667.00,-75.00,-667.00,1069
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T11:26:59#126#-1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-710.00,-112.00,-710.00,1110
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T12:28:39#128#-1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-331.00,-77.00,-331.00,731
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T13:38:49#130#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-166.00,-85.00,-166.00,567
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T21:04:02#132#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-651.00,-42.00,-651.00,1053
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.27T21:39:01#134#1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-2308.00,-88.00,-2308.00,2712
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T07:04:04#136#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-1609.00,-38.00,-1609.00,2012
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T12:08:53#138#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-80.00,-62.00,-80.00,485
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T12:49:50#140#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-790.00,-72.00,-790.00,1190
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T13:14:04#142#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-507.00,-81.00,-507.00,912
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T13:22:27#144#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-745.00,-81.00,-745.00,1150
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T13:55:00#146#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-1396.00,-89.00,-1396.00,1796
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T15:03:03#148#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-85.00,-46.00,-85.00,487
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T16:09:19#150#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-69.00,-69.00,-69.00,472
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.30T16:23:21#152#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-67.00,-67.00,-67.00,472
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T02:20:00#154#-1#1,V1_MOSTLY_IDENTICAL,basket close,417.00,-3559.00,-80.00,-3559.00,3976
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T07:45:25#156#1#1,V1_MOSTLY_IDENTICAL,basket close,420.00,-575.00,-83.00,-575.00,995
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T08:00:25#158#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-126.00,-88.00,-126.00,527
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T08:09:05#160#1#1,V1_MOSTLY_IDENTICAL,basket close,405.00,-2679.00,-88.00,-2679.00,3084
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T08:59:24#162#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-3991.00,-83.00,-3991.00,4392
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T11:56:19#164#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-822.00,-73.00,-822.00,1224
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T12:10:27#166#1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-6195.00,-56.00,-6195.00,6602
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T15:16:02#168#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-632.00,-72.00,-632.00,1032
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.03.31T18:56:05#170#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-948.00,-41.00,-948.00,1350
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.01T02:06:03#172#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-544.00,-87.00,-544.00,947
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.01T09:10:17#174#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-67.00,-67.00,-67.00,470
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.01T12:00:52#176#1#1,V1_MOSTLY_IDENTICAL,basket close,409.00,-82.00,-49.00,-82.00,491
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.01T12:06:00#178#1#1,V1_MOSTLY_IDENTICAL,basket close,408.00,-2051.00,-41.00,-2051.00,2459
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.01T15:08:04#180#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-3123.00,-40.00,-3123.00,3525
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.01T20:18:52#182#1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-78.00,-48.00,-78.00,479
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.01T20:30:52#184#1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-6705.00,-51.00,-6705.00,7107
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.02T02:46:04#186#1#1,V1_MOSTLY_IDENTICAL,basket close,409.00,-763.00,-48.00,-763.00,1172
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.02T02:59:00#188#1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-1571.00,-68.00,-1571.00,1977
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.02T03:32:21#190#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-78.00,-76.00,-78.00,481
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.02T03:37:28#192#1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-130.00,-41.00,-130.00,533
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.02T03:44:53#194#1#1,V1_MOSTLY_IDENTICAL,basket close,408.00,-560.00,-71.00,-560.00,968
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.02T03:51:04#196#1#1,V1_MOSTLY_IDENTICAL,hard stop emergency close,-9019.00,-9019.00,-75.00,-9019.00,0
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.06T03:07:53#198#-1#1,V1_MOSTLY_IDENTICAL,basket close,403.00,-435.00,-85.00,-435.00,838
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.06T03:14:02#200#-1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-671.00,-78.00,-671.00,1078
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.06T03:45:09#202#0#2,V1_MOSTLY_IDENTICAL,hard stop emergency close,-8457.00,-6286.00,-8496.00,-8496.00,39
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.21T02:15:56#206#1#1,V1_MOSTLY_IDENTICAL,basket close,400.00,-936.00,-71.00,-936.00,1336
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.21T03:27:20#208#1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-866.00,-60.00,-866.00,1273
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.04.21T03:59:02#210#0#2,V1_MOSTLY_IDENTICAL,hard stop emergency close,-7875.00,-6292.00,-7913.00,-7913.00,38
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.05T02:00:00#214#-1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-1806.00,-74.00,-1806.00,2212
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.05T20:35:26#216#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-284.00,-66.00,-284.00,685
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.05T21:35:00#218#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-1165.00,-74.00,-1165.00,1566
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.06T01:53:19#220#0#2,V1_MOSTLY_IDENTICAL,hard stop emergency close,-7369.00,-6400.00,-7392.00,-7392.00,23
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T01:05:00#224#-1#1,V1_MOSTLY_IDENTICAL,basket close,409.00,-2052.00,-78.00,-2052.00,2461
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T03:20:22#226#-1#1,V1_MOSTLY_IDENTICAL,basket close,402.00,-79.00,-79.00,-79.00,481
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T06:16:20#228#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-78.00,-78.00,-78.00,479
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T06:39:00#230#-1#1,V1_MOSTLY_IDENTICAL,basket close,407.00,-458.00,-76.00,-458.00,865
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T07:01:01#232#-1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-1051.00,-86.00,-1051.00,1455
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T07:33:21#234#-1#1,V1_MOSTLY_IDENTICAL,basket close,404.00,-168.00,-79.00,-168.00,572
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T07:41:45#236#-1#1,V1_MOSTLY_IDENTICAL,basket close,406.00,-86.00,-82.00,-86.00,492
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T07:51:03#238#-1#1,V1_MOSTLY_IDENTICAL,basket close,401.00,-73.00,-73.00,-73.00,474
W3_ON_ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529,GOLD#2026.05.15T09:34:25#240#-1#1,V1_MOSTLY_IDENTICAL,basket close,409.00,-79.00,-79.00,-79.00,488
