basket_id,sample_type,close_reason,final_pl,entry_rows,hedge_rows,close_rows,max_concurrent_positions,leg_pl_sum,gross_leg_abs_sum,gross_to_net_ratio,margin_at_hs_min,margin_at_hedge_min,open_time_gate
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0103,in6run,HardStop,-7762.00,0,1,2,2,-7762,61636,7.94,NA,10488.7,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0104,in6run,BasketClose,409.00,1,0,1,1,409,409,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0105,in6run,BasketClose,408.00,0,0,1,1,408,408,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0106,in6run,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0107,in6run,BasketClose,404.00,0,0,1,1,404,404,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0108,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0109,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0110,in6run,BasketClose,406.00,1,0,1,1,406,406,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0111,in6run,BasketClose,406.00,1,0,1,1,406,406,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0112,in6run,BasketClose,401.00,0,0,1,1,401,401,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0113,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0114,in6run,HardStop,-7572.00,0,1,2,2,-7572,23296,3.08,NA,10742.4,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0115,in6run,BasketClose,408.00,1,0,1,1,408,408,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0116,in6run,BasketClose,407.00,1,0,1,1,407,407,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0117,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0118,in6run,BasketClose,407.00,1,0,1,1,407,407,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529_B0119,in6run,HardStop,-7020.00,0,0,2,2,-7020,23586,3.36,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0001,in6run,BasketClose,416.00,0,0,1,1,416,416,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0002,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0003,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0004,in6run,BasketClose,402.00,0,0,1,1,402,402,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0005,in6run,BasketClose,409.00,1,0,1,1,409,409,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0006,in6run,BasketClose,408.00,0,0,1,1,408,408,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0007,in6run,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0008,in6run,BasketClose,404.00,0,0,1,1,404,404,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0009,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0010,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0011,in6run,BasketClose,406.00,1,0,1,1,406,406,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0012,in6run,BasketClose,406.00,1,0,1,1,406,406,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0013,in6run,BasketClose,401.00,0,0,1,1,401,401,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0014,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0015,in6run,HardStop,-8777.00,0,1,2,2,-8777,12447,1.42,NA,12267.4,INTERVAL_ONLY
ML_C_SHADOW_ON_100000_MAY_M5_20260501_20260529_B0016,in6run,DEINIT_ACTIVE_BASKET,-6702.00,0,1,0,2,NA,NA,NA,NA,11187.6,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0001,in6run,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0002,in6run,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0003,in6run,BasketClose,409.00,1,0,1,1,409,409,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0004,in6run,BasketClose,408.00,1,0,1,1,408,408,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0005,in6run,HardStop,-4519.00,0,0,2,2,-4519,4519,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0006,in6run,BasketClose,307.00,1,0,1,1,307,307,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0007,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0008,in6run,HardStop,-3825.00,1,0,1,1,-3825,3825,1.00,5157.1,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0009,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0010,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0011,in6run,HardStop,-3589.00,0,1,2,2,-3589,52907,14.74,NA,4978.7,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0012,in6run,BasketClose,304.00,1,0,1,1,304,304,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0013,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0014,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0015,in6run,BasketClose,312.00,1,0,1,1,312,312,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0016,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0017,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0018,in6run,HardStop,-3458.00,0,1,2,2,-3458,32990,9.54,NA,4686.1,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0019,in6run,BasketClose,309.00,1,0,1,1,309,309,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0020,in6run,BasketClose,302.00,0,0,1,1,302,302,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0021,in6run,BasketClose,306.00,0,0,1,1,306,306,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0022,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0023,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0024,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0025,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0026,in6run,BasketClose,304.00,1,0,1,1,304,304,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0027,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0028,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0029,in6run,HardStop,-3387.00,1,0,1,1,-3387,3387,1.00,4637.4,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0030,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0031,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0032,in6run,BasketClose,305.00,1,0,1,1,305,305,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0033,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0034,in6run,HardStop,-3297.00,0,1,2,2,-3297,19909,6.04,NA,4604.9,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0035,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0036,in6run,BasketClose,304.00,0,0,1,1,304,304,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0037,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0038,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0039,in6run,BasketClose,304.00,0,0,1,1,304,304,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0040,in6run,BasketClose,303.00,0,0,1,1,303,303,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0041,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0042,in6run,BasketClose,306.00,1,0,1,1,306,306,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0043,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0044,in6run,BasketClose,304.00,1,0,1,1,304,304,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0045,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0046,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0047,in6run,BasketClose,306.00,0,0,1,1,306,306,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0048,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0049,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0050,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0051,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0052,in6run,BasketClose,305.00,1,0,1,1,305,305,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0053,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0054,in6run,BasketClose,305.00,1,0,1,1,305,305,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0055,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0056,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0057,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0058,in6run,BasketClose,300.00,0,0,1,1,300,300,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0059,in6run,HardStop,-3755.00,0,1,2,2,-3755,6063,1.61,NA,4977.9,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0060,in6run,BasketClose,310.00,1,0,1,1,310,310,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0061,in6run,BasketClose,304.00,1,0,1,1,304,304,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0062,in6run,BasketClose,301.00,0,0,1,1,301,301,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0063,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0064,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0065,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0066,in6run,BasketClose,300.00,0,0,1,1,300,300,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0067,in6run,BasketClose,304.00,1,0,1,1,304,304,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0068,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0069,in6run,BasketClose,304.00,1,0,1,1,304,304,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0070,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0071,in6run,HardStop,-3505.00,0,1,2,2,-3505,3505,1.00,NA,5051.7,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_APR_MAY_M5_20260401_20260529_B0072,in6run,HardStop,-3303.00,0,1,2,2,-3303,26225,7.94,NA,4634.4,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0001,in6run,HardStop,-4005.00,1,0,1,1,-4005,4005,1.00,4872.4,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0002,in6run,BasketClose,310.00,0,0,1,1,310,310,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0003,in6run,BasketClose,307.00,0,0,1,1,307,307,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0004,in6run,HardStop,-3738.00,0,1,2,2,-3738,58604,15.68,NA,4605.3,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0005,in6run,HardStop,-3463.00,0,1,2,2,-3463,4887,1.41,NA,4423.2,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0006,in6run,HardStop,-3228.00,0,1,2,2,-3228,114724,35.54,NA,4125.2,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0007,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0008,in6run,BasketClose,303.00,0,0,1,1,303,303,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0009,in6run,BasketClose,305.00,1,0,1,1,305,305,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0010,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0011,in6run,BasketClose,306.00,0,0,1,1,306,306,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0012,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0013,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0014,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0015,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0016,in6run,HardStop,-3123.00,1,0,1,1,-3123,3123,1.00,4524.3,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0017,in6run,HardStop,-2864.00,0,1,2,2,-2864,20380,7.12,NA,4112.0,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0018,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0019,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0020,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0021,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0022,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0023,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0024,in6run,BasketClose,308.00,1,0,1,1,308,308,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0025,in6run,BasketClose,306.00,1,0,1,1,306,306,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0026,in6run,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0027,in6run,BasketClose,300.00,1,0,1,1,300,300,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0028,in6run,HardStop,-2900.00,0,1,2,2,-2900,38850,13.40,NA,4166.2,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0029,in6run,HardStop,-2868.00,0,0,2,2,-2868,11352,3.96,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0030,in6run,BasketClose,310.00,1,0,1,1,310,310,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0031,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0032,in6run,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0033,in6run,HardStop,-2490.00,0,1,2,2,-2490,31912,12.82,NA,3409.9,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0034,in6run,BasketClose,251.00,0,0,1,1,251,251,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0035,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0036,in6run,BasketClose,256.00,1,0,1,1,256,256,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0037,in6run,HardStop,-2498.00,0,1,2,2,-2498,24216,9.69,NA,3254.2,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0038,in6run,BasketClose,253.00,0,0,1,1,253,253,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0039,in6run,BasketClose,253.00,1,0,1,1,253,253,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0040,in6run,BasketClose,258.00,1,0,1,1,258,258,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0041,in6run,BasketClose,250.00,1,0,1,1,250,250,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0042,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0043,in6run,BasketClose,256.00,0,0,1,1,256,256,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0044,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0045,in6run,HTE,-1796.00,0,1,2,2,-1796,2050,1.14,NA,3136.9,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0046,in6run,BasketClose,256.00,1,0,1,1,256,256,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0047,in6run,HardStop,-2169.00,1,0,1,1,-2169,2169,1.00,2875.2,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0048,in6run,BasketClose,256.00,1,0,1,1,256,256,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0049,in6run,BasketClose,259.00,1,0,1,1,259,259,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0050,in6run,BasketClose,250.00,1,0,1,1,250,250,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0051,in6run,BasketClose,256.00,1,0,1,1,256,256,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0052,in6run,BasketClose,254.00,1,0,1,1,254,254,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0053,in6run,BasketClose,254.00,1,0,1,1,254,254,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0054,in6run,HTE,-1676.00,0,1,2,2,-1676,1676,1.00,NA,2897.3,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0055,in6run,BasketClose,249.00,1,0,1,1,249,249,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0056,in6run,BasketClose,251.00,1,0,1,1,251,251,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0057,in6run,HardStop,-2025.00,1,0,1,1,-2025,2025,1.00,2701.1,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0058,in6run,BasketClose,240.00,1,0,1,1,240,240,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0059,in6run,BasketClose,238.00,0,0,1,1,238,238,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0060,in6run,HTE,-1481.00,0,1,2,2,-1481,1827,1.23,NA,2602.8,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0061,in6run,BasketClose,226.00,1,0,1,1,226,226,1.00,NA,NA,EXACT
