basket_id,sample_type,close_reason,final_pl,entry_rows,hedge_rows,close_rows,max_concurrent_positions,leg_pl_sum,gross_leg_abs_sum,gross_to_net_ratio,margin_at_hs_min,margin_at_hedge_min,open_time_gate
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0062,in6run,BasketClose,232.00,1,0,1,1,232,232,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0063,in6run,BasketClose,230.00,1,0,1,1,230,230,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0064,in6run,BasketClose,237.00,1,0,1,1,237,237,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0065,in6run,BasketClose,237.00,1,0,1,1,237,237,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0066,in6run,BasketClose,236.00,1,0,1,1,236,236,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0067,in6run,HTE,-1480.00,0,1,2,2,-1480,1652,1.12,NA,2599.7,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0068,in6run,BasketClose,229.00,1,0,1,1,229,229,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0069,in6run,BasketClose,226.00,1,0,1,1,226,226,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0070,in6run,BasketClose,229.00,1,0,1,1,229,229,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0071,in6run,BasketClose,229.00,1,0,1,1,229,229,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0072,in6run,BasketClose,233.00,1,0,1,1,233,233,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0073,in6run,BasketClose,236.00,1,0,1,1,236,236,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0074,in6run,BasketClose,244.00,0,0,1,1,244,244,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0075,in6run,BasketClose,239.00,0,0,1,1,239,239,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0076,in6run,BasketClose,244.00,1,0,1,1,244,244,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0077,in6run,BasketClose,246.00,1,0,1,1,246,246,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0078,in6run,BasketClose,250.00,1,0,1,1,250,250,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0079,in6run,BasketClose,254.00,0,0,1,1,254,254,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0080,in6run,BasketClose,255.00,0,0,1,1,255,255,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0081,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0082,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0083,in6run,BasketClose,257.00,1,0,1,1,257,257,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0084,in6run,BasketClose,260.00,1,0,1,1,260,260,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0085,in6run,HardStop,-2106.00,1,0,1,1,-2106,2106,1.00,2867.3,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0086,in6run,HTE,-1527.00,0,0,2,2,-1527,5801,3.80,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0087,in6run,HTE,-1752.00,0,1,2,2,-1752,8452,4.82,NA,2513.1,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0088,in6run,BasketClose,220.00,1,0,1,1,220,220,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0089,in6run,BasketClose,215.00,0,0,1,1,215,215,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0090,in6run,BasketClose,218.00,0,0,1,1,218,218,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0091,in6run,BasketClose,221.00,1,0,1,1,221,221,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0092,in6run,BasketClose,220.00,1,0,1,1,220,220,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0093,in6run,BasketClose,223.00,1,0,1,1,223,223,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0094,in6run,BasketClose,223.00,1,0,1,1,223,223,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0095,in6run,BasketClose,226.00,1,0,1,1,226,226,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0096,in6run,BasketClose,228.00,1,0,1,1,228,228,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0097,in6run,BasketClose,233.00,1,0,1,1,233,233,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0098,in6run,BasketClose,234.00,1,0,1,1,234,234,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0099,in6run,BasketClose,236.00,1,0,1,1,236,236,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0100,in6run,BasketClose,237.00,1,0,1,1,237,237,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0101,in6run,BasketClose,244.00,1,0,1,1,244,244,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0102,in6run,BasketClose,242.00,0,0,1,1,242,242,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0103,in6run,BasketClose,245.00,1,0,1,1,245,245,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0104,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0105,in6run,BasketClose,250.00,1,0,1,1,250,250,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0106,in6run,BasketClose,255.00,1,0,1,1,255,255,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0107,in6run,BasketClose,250.00,1,0,1,1,250,250,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0108,in6run,BasketClose,254.00,1,0,1,1,254,254,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0109,in6run,BasketClose,251.00,1,0,1,1,251,251,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0110,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0111,in6run,BasketClose,251.00,1,0,1,1,251,251,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0112,in6run,HTE,-1675.00,0,1,2,2,-1675,1675,1.00,NA,3030.8,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0113,in6run,BasketClose,252.00,1,0,1,1,252,252,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0114,in6run,HTE,-1576.00,0,0,2,2,-1576,10462,6.64,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0115,in6run,HTE,-1490.00,0,1,2,2,-1490,1490,1.00,NA,2712.1,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0116,in6run,BasketClose,224.00,1,0,1,1,224,224,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0117,in6run,BasketClose,229.00,0,0,1,1,229,229,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0118,in6run,HTE,-1419.00,0,1,2,2,-1419,21921,15.45,NA,2634.9,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAR_MAY_M5_20260301_20260529_B0119,in6run,HTE,-1623.00,0,1,2,2,-1623,1623,1.00,NA,2406.4,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0001,in6run,BasketClose,416.00,0,0,1,1,416,416,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0002,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0003,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0004,in6run,BasketClose,402.00,0,0,1,1,402,402,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0005,in6run,BasketClose,409.00,1,0,1,1,409,409,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0006,in6run,BasketClose,408.00,0,0,1,1,408,408,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0007,in6run,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0008,in6run,BasketClose,404.00,0,0,1,1,404,404,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0009,in6run,HardStop,-4425.00,0,1,2,2,-4425,36053,8.15,NA,6201.9,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0010,in6run,BasketClose,306.00,0,0,1,1,306,306,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0011,in6run,BasketClose,312.00,1,0,1,1,312,312,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0012,in6run,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0013,in6run,BasketClose,310.00,1,0,1,1,310,310,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0014,in6run,BasketClose,405.00,0,0,1,1,405,405,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0015,in6run,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0016,in6run,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0017,in6run,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0018,in6run,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0019,in6run,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0020,in6run,BasketClose,407.00,1,0,1,1,407,407,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0021,in6run,BasketClose,404.00,0,0,1,1,404,404,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0022,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0023,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0024,in6run,BasketClose,407.00,1,0,1,1,407,407,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0025,in6run,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0026,in6run,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0027,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0028,in6run,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0029,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0030,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0031,in6run,BasketClose,406.00,1,0,1,1,406,406,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0032,in6run,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0033,in6run,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0034,in6run,BasketClose,400.00,0,0,1,1,400,400,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0035,in6run,BasketClose,403.00,0,0,1,1,403,403,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0036,in6run,BasketClose,409.00,1,0,1,1,409,409,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0037,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0038,in6run,BasketClose,401.00,0,0,1,1,401,401,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0039,in6run,BasketClose,407.00,1,0,1,1,407,407,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0040,in6run,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0041,in6run,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0042,in6run,BasketClose,406.00,1,0,1,1,406,406,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0043,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0044,in6run,BasketClose,409.00,1,0,1,1,409,409,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0045,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0046,in6run,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0047,in6run,BasketClose,403.00,0,0,1,1,403,403,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0048,in6run,BasketClose,408.00,1,0,1,1,408,408,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0049,in6run,BasketClose,407.00,1,0,1,1,407,407,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0050,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0051,in6run,BasketClose,407.00,1,0,1,1,407,407,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0052,in6run,HardStop,-5235.00,0,1,2,2,-5235,6343,1.21,NA,7616.9,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0053,in6run,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0054,in6run,BasketClose,402.00,0,0,1,1,402,402,1.00,NA,NA,INTERVAL_ONLY
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0055,in6run,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
ML_C_SHADOW_ON_50000_MAY_M5_20260501_20260529_B0056,in6run,DEINIT_ACTIVE_BASKET,-3777.00,0,1,0,2,NA,NA,NA,NA,7338.3,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0001,june_post,BasketClose,410.00,1,0,1,1,410,410,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0002,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0003,june_post,BasketClose,410.00,0,0,1,1,410,410,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0004,june_post,BasketClose,405.00,0,0,1,1,405,405,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0005,june_post,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0006,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0007,june_post,BasketClose,403.00,0,0,1,1,403,403,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0008,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0009,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0010,june_post,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0011,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0012,june_post,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0013,june_post,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0014,june_post,BasketClose,408.00,0,0,1,1,408,408,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0015,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0016,june_post,HardStop,-8496.00,0,1,2,2,-8496,75478,8.88,NA,12366.6,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0017,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0018,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0019,june_post,HardStop,-7957.00,0,1,2,2,-7957,106567,13.39,NA,11819.9,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0020,june_post,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0021,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0022,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0023,june_post,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0024,june_post,BasketClose,400.00,0,0,1,1,400,400,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0025,june_post,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0026,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0027,june_post,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0028,june_post,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0029,june_post,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0030,june_post,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0031,june_post,BasketClose,410.00,1,0,1,1,410,410,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0032,june_post,BasketClose,401.00,1,0,1,1,401,401,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0033,june_post,BasketClose,404.00,1,0,1,1,404,404,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0034,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0035,june_post,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_100000_M5_20260601_20260630_B0036,june_post,DEINIT_ACTIVE_BASKET,-5900.00,0,1,0,2,NA,NA,NA,NA,12283.8,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0001,june_post,BasketClose,410.00,1,0,1,1,410,410,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0002,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0003,june_post,BasketClose,410.00,0,0,1,1,410,410,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0004,june_post,BasketClose,405.00,0,0,1,1,405,405,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0005,june_post,BasketClose,405.00,1,0,1,1,405,405,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0006,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0007,june_post,BasketClose,403.00,0,0,1,1,403,403,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0008,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0009,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0010,june_post,BasketClose,402.00,1,0,1,1,402,402,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0011,june_post,BasketClose,400.00,1,0,1,1,400,400,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0012,june_post,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0013,june_post,BasketClose,403.00,1,0,1,1,403,403,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0014,june_post,BasketClose,408.00,0,0,1,1,408,408,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0015,june_post,HardStop,-4567.00,0,1,2,2,-4567,4567,1.00,NA,6468.1,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0016,june_post,HardStop,-4120.00,0,1,2,2,-4120,40186,9.75,NA,6129.5,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0017,june_post,BasketClose,304.00,0,0,1,1,304,304,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0018,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0019,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0020,june_post,BasketClose,306.00,0,0,1,1,306,306,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0021,june_post,BasketClose,306.00,0,0,1,1,306,306,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0022,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
